log_prob_true,time_log_prob,loss,log_prob,val_log_prob_true,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,val_loss_jacobian_u,epoch,step,time_sample_obs,mmd_obs,log_prob_p,kl_distance,val_time_sample_obs,val_mmd_obs,val_log_prob_p,val_kl_distance,time_forward
-133.39512634277344,3.818988800048828,9.78050708770752,-9.78050708770752,-133.39512634277344,3.818988800048828,9.78050708770752,-9.78050708770752,nan,nan,0,0,,,,,,,,,
-133.39512634277344,3.2050609588623047,9.70324993133545,-9.70324993133545,-133.39512634277344,3.2050609588623047,9.70324993133545,-9.70324993133545,,,1,1,10.261058807373047,0.0029937028884887695,-113.4382553100586,-19.755281448364258,10.261058807373047,0.0029937028884887695,-113.4382553100586,-19.755281448364258,
-133.39512634277344,3.690958023071289,9.629714965820312,-9.629714965820312,-133.39512634277344,3.690958023071289,9.629714965820312,-9.629714965820312,,,2,2,,,,,,,,,
-133.39512634277344,3.11279296875,9.558818817138672,-9.558818817138672,-133.39512634277344,3.11279296875,9.558818817138672,-9.558818817138672,,,3,3,,,,,,,,,
-133.39512634277344,7.300138473510742,9.489526748657227,-9.489526748657227,-133.39512634277344,7.300138473510742,9.489526748657227,-9.489526748657227,,,4,4,,,,,,,,,
-133.39512634277344,3.4160616397857666,9.420971870422363,-9.420971870422363,-133.39512634277344,3.4160614013671875,9.420971870422363,-9.420971870422363,nan,nan,5,5,,,,,,,,,
-133.39512634277344,3.7622451782226562,9.352371215820312,-9.352371215820312,-133.39512634277344,3.7622451782226562,9.352371215820312,-9.352371215820312,,,6,6,,,,,,,,,
-133.39512634277344,3.202199935913086,9.283138275146484,-9.283138275146484,-133.39512634277344,3.202199935913086,9.283138275146484,-9.283138275146484,,,7,7,,,,,,,,,
-133.39512634277344,3.0961036682128906,9.212764739990234,-9.212764739990234,-133.39512634277344,3.0961036682128906,9.212764739990234,-9.212764739990234,,,8,8,,,,,,,,,
-133.39512634277344,3.470897674560547,9.140244483947754,-9.140244483947754,-133.39512634277344,3.470897674560547,9.140244483947754,-9.140244483947754,,,9,9,,,,,,,,,
-133.39512634277344,3.061056137084961,9.06416130065918,-9.06416130065918,-133.39512634277344,3.061056137084961,9.06416130065918,-9.06416130065918,nan,nan,10,10,,,,,,,,,
-133.39512634277344,3.0748844146728516,8.985106468200684,-8.985106468200684,-133.39512634277344,3.0748844146728516,8.985106468200684,-8.985106468200684,,,11,11,11.391878128051758,0.0009211301803588867,-117.83457946777344,-15.804625511169434,11.391878128051758,0.0009211301803588867,-117.83457946777344,-15.804625511169434,
-133.39512634277344,3.1290054321289062,8.904228210449219,-8.904228210449219,-133.39512634277344,3.1290054321289062,8.904228210449219,-8.904228210449219,,,12,12,,,,,,,,,
-133.39512634277344,3.512144088745117,8.822311401367188,-8.822311401367188,-133.39512634277344,3.512144088745117,8.822311401367188,-8.822311401367188,,,13,13,,,,,,,,,
-133.39512634277344,3.900766372680664,8.739899635314941,-8.739899635314941,-133.39512634277344,3.900766372680664,8.739899635314941,-8.739899635314941,,,14,14,,,,,,,,,
